isbn13,title,author,cover_url,saved_path,status
9780345457690,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,,,not_found
9781607066930,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",,,not_found
9780440241010,"The Enemy (Jack Reacher, #8)",Lee Child,http://books.google.com/books/content?id=dlR8w8dZc_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780440241010.jpg,ok_googlebooks
9780375701210,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",,,not_found
9780805096670,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",http://books.google.com/books/content?id=p0BJt71jT9YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780805096670.jpg,ok_googlebooks
9780312595680,Still Missing,Chevy Stevens,,,not_found
9780767919360,The Life and Times of the Thunderbolt Kid,Bill Bryson,,,not_found
9781250060560,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,http://books.google.com/books/content?id=FOJNBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9781250060560.jpg,ok_googlebooks
9780385539430,Rogue Lawyer,John Grisham,,,not_found
9780006551810,"'Tis (Frank McCourt, #2)",Frank McCourt,http://books.google.com/books/content?id=Q3BhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780006551810.jpg,ok_googlebooks
9781400032050,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,,,not_found
9780679763310,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,,,not_found
9781591451880,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,,,not_found
9780451218600,Who's Afraid of Virginia Woolf?,Edward Albee,http://books.google.com/books/content?id=8LmMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780451218600.jpg,ok_googlebooks
,The Butterfly Garden (The Collector #1),Dot Hutchison,,,not_found
9780575077840,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,http://books.google.com/books/content?id=C0kDPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780575077840.jpg,ok_googlebooks
9780486452430,Jude the Obscure,Thomas Hardy,,,not_found
,"In Flight (Up in the Air, #1)",R.K. Lilley,,,not_found
9780330493740,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,,,not_found
9781594831120,"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",,,not_found
9780156032970,Foucault's Pendulum,"Umberto Eco, William Weaver",,,not_found
9780670561730,A Pocket for Corduroy,Don Freeman,,,not_found
9781595551380,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,,,not_found
9780345527710,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,,,not_found
9780393244660,Flash Boys: A Wall Street Revolt,Michael   Lewis,,,not_found
9780373210370,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,,,not_found
9780805080490,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,https://covers.openlibrary.org/b/isbn/9780805080490-L.jpg,covers/9780805080490.jpg,ok_openlibrary
9780061449090,"Lies (Gone, #3)",Michael  Grant,,,not_found
9780875093670,The Pursuit of God,A.W. Tozer,,,not_found
9780586217830,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,,,not_found
9780385729370,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,,,not_found
9780142004330,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,,,not_found
9780552153260,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,,,not_found
9780307594780,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",,,not_found
9781842430350,Skinny Legs and All,Tom Robbins,,,not_found
9780061583220,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,,,not_found
9780316159790,"Cross (Alex Cross, #12)",James Patterson,,,not_found
9780064472780,"All-American Girl (All-American Girl, #1)",Meg Cabot,,,not_found
9780380713810,Neither Here nor There: Travels in Europe,Bill Bryson,,,not_found
9780375832990,Boy Meets Boy,David Levithan,,,not_found
9780061941020,We Are Water,Wally Lamb,,,not_found
9780316002900,"Max (Maximum Ride, #5)",James Patterson,,,not_found
9780312656260,"Halo (Halo, #1)",Alexandra Adornetto,,,not_found
9780064404780,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,http://books.google.com/books/content?id=COICVO9_y5sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780064404780.jpg,ok_googlebooks
9780802142820,The Inheritance of Loss,Kiran Desai,,,not_found
9780586066880,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,,,not_found
9780375759000,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,,,not_found
9786140105230,ساق البامبو,"سعود السنعوسي, Saud Alsanousi",,,not_found
9780312650090,"Enclave (Razorland, #1)",Ann Aguirre,,,not_found
9780062026480,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,,,not_found
9780316069910,Eating Animals,Jonathan Safran Foer,,,not_found
9780802714630,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",,,not_found
9780751530490,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,,,not_found
9780553582470,"Fool's Fate (Tawny Man, #3)",Robin Hobb,http://books.google.com/books/content?id=T1Zq9_2EVLAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780553582470.jpg,ok_googlebooks
,"The Magician's Land (The Magicians, #3)",Lev Grossman,,,not_found
9780553213480,Faust: First Part,"Johann Wolfgang von Goethe, Peter Salm",,,not_found
9781406310270,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,,,not_found
9780684818860,Lies My Teacher Told Me,James W. Loewen,,,not_found
9780061583070,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,https://covers.openlibrary.org/b/isbn/9780061583070-L.jpg,covers/9780061583070.jpg,ok_openlibrary
9780446363260,Scarlett,Alexandra Ripley,,,not_found
9780425205680,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,,,not_found
9780060572990,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,,,not_found
9780684843780,This Side of Paradise,F. Scott Fitzgerald,,,not_found
9781400068330,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,,,not_found
9780670023320,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,,,not_found
9780812969900,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",https://covers.openlibrary.org/b/isbn/9780812969900-L.jpg,covers/9780812969900.jpg,ok_openlibrary
9780393337130,Seven Days in the Art World,Sarah Thornton,,,not_found
9780007246230,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",,,not_found
9780316058440,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",,,not_found
9780785289080,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,,,not_found
9780765340050,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,,,not_found
,"Mile High (Up in the Air, #2)",R.K. Lilley,,,not_found
9780679732270,Light in August,William Faulkner,,,not_found
,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale,,,not_found
,"The Mighty Storm (The Storm, #1)",Samantha Towle,,,not_found
9780812993810,Tenth of December,George Saunders,,,not_found
9780064408680,The Trumpet of the Swan,"E.B. White, Fred Marcellino",,,not_found
9780312593550,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,,,not_found
9780671015210,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",,,not_found
9780060920080,The Lost Continent: Travels in Small Town America,Bill Bryson,,,not_found
9780743244590,"Chronicles, Vol. 1",Bob Dylan,,,not_found
9781400067120,Dreams of Joy (Shanghai Girls #2),Lisa See,,,not_found
9780060885410,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",,,not_found
9780446607210,Tell Me Your Dreams,Sidney Sheldon,http://books.google.com/books/content?id=ygOlHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780446607210.jpg,ok_googlebooks
9780061053570,"The Player of Games (Culture, #2)",Iain M. Banks,,,not_found
9780440228900,The Cricket in Times Square,"George Selden, Garth Williams",,,not_found
9781423116390,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,,,not_found
9780787960760,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,not_found
9780060577360,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",https://covers.openlibrary.org/b/isbn/9780060577360-L.jpg,covers/9780060577360.jpg,ok_openlibrary
,Yellow Crocus,Laila Ibrahim,,,not_found
9780140157350,Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",,,not_found
9780142003170,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",,,not_found
9781600102370,"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",,,not_found
9781408816040,The Song of Achilles,Madeline Miller,,,not_found
9781501110340,November 9,Colleen Hoover,,,not_found
9780143039840,The New York Trilogy,"Paul Auster, Art Spiegelman",,,not_found
9781501139890,The Girl with the Lower Back Tattoo,Amy Schumer,,,not_found
9780140449180,The Bhagavad Gita,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",,,not_found
9780316766940,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,,,not_found
9780439120420,Esperanza Rising,Pam Muñoz Ryan,http://books.google.com/books/content?id=Ly6KPrawvqIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780439120420.jpg,ok_googlebooks
9780425209070,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,,,not_found
9780140449240,Beyond Good and Evil,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",,,not_found
9780876852640,Factotum,Charles Bukowski,,,not_found
9780440228000,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,,,not_found
9780373210510,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,,,not_found
,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,,,not_found
9780446546940,Columbine,Dave Cullen,,,not_found
9780099471430,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,,,not_found
9780525953720,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",,,not_found
9780684193950,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,,,not_found
9781594487020,The Chaperone,Laura Moriarty,,,not_found
9780316013930,Judge & Jury,"James Patterson, Andrew Gross",,,not_found
9780451191010,The Regulators,"Richard Bachman, Stephen King",http://books.google.com/books/content?id=1QVnuvon5DUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780451191010.jpg,ok_googlebooks
9781416500350,Silas Marner,George Eliot,,,not_found
9781622660760,"Origin (Lux, #4)",Jennifer L. Armentrout,,,not_found
9781563890350,Season of Mists (The Sandman #4),"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",,,not_found
9780316123530,"Beautiful Redemption (Caster Chronicles, #4)","Kami Garcia, Margaret Stohl",,,not_found
9781439152780,The Distant Hours,Kate Morton,,,not_found
9780375760400,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,,,not_found
9780439295790,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,,,not_found
9780751554150,I Let You Go,Clare Mackintosh,,,not_found
9780618683350,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,,,not_found
9781594561860,The Cask of Amontillado,Edgar Allan Poe,,,not_found
9780306814260,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,,,not_found
9780140447900,Metamorphoses,"Ovid, David Raeburn, Denis Feeney",,,not_found
9780452274430,In the Time of the Butterflies,Julia Alvarez,,,not_found
9780743203630,Gap Creek,Robert Morgan,,,not_found
9780983157200,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,,,not_found
9781582404110,The Legend of Sleepy Hollow (Graphic Novel),"Bo Hampton, Tracey Hampton, Washington Irving",,,not_found
9780451217610,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster,,,not_found
9780399159370,The Witness,Nora Roberts,,,not_found
9780446617680,Sex and the City,Candace Bushnell,https://covers.openlibrary.org/b/isbn/9780446617680-L.jpg,covers/9780446617680.jpg,ok_openlibrary
9780743457900,"Tinker, Tailor, Soldier, Spy",John le Carré,,,not_found
9780140169300,Angle of Repose,Wallace Stegner,,,not_found
9780380820890,"Blindsighted (Grant County, #1)",Karin Slaughter,,,not_found
9780142501110,"Lord Brocktree (Redwall, #13)",Brian Jacques,,,not_found
,"Never Never (Never Never, #1)","Colleen Hoover, Tarryn Fisher",,,not_found
9780062072060,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,,,not_found
9780316018590,Barefoot,Elin Hilderbrand,,,not_found
9781594481960,My Friend Leonard,James Frey,,,not_found
9780811216010,Cat on a Hot Tin Roof,Tennessee Williams,,,not_found
9780316002870,"The Final Warning (Maximum Ride, #4)",James Patterson,,,not_found
9780553582450,"Golden Fool (Tawny Man, #2)",Robin Hobb,,,not_found
9781589190630,"At Home in Mitford (Mitford Years, #1)",Jan Karon,http://books.google.com/books/content?id=d-hJPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9781589190630.jpg,ok_googlebooks
9780756402690,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,,,not_found
,"Seraphina (Seraphina, #1)",Rachel Hartman,,,not_found
9782844140590,"Persepolis, Volume 1",Marjane Satrapi,,,not_found
9780545060420,"One False Note (The 39 Clues, #2)",Gordon Korman,,,not_found
9780316069360,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly,,,not_found
9780446563050,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,,,not_found
9780525953500,The Stranger,Harlan Coben,https://covers.openlibrary.org/b/isbn/9780525953500-L.jpg,covers/9780525953500.jpg,ok_openlibrary
9780689867040,"Tithe (Modern Faerie Tales, #1)",Holly Black,,,not_found
9780515133320,"Echo Burning (Jack Reacher, #5)",Lee Child,http://books.google.com/books/content?id=k_gWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780515133320.jpg,ok_googlebooks
,"The Wind Through the Keyhole (The Dark Tower, #4.5)","Stephen King, Jae Lee",,,not_found
9780062290370,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,,,not_found
9780142405790,"Scorpia (Alex Rider, #5)",Anthony Horowitz,,,not_found
9780062197270,Into the Darkest Corner,Elizabeth Haynes,,,not_found
9780061140980,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith,,,not_found
9780446605490,"Roses are Red (Alex Cross, #6)",James Patterson,,,not_found
9780140079070,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",,,not_found
9780765344300,"Naked Empire (Sword of Truth, #8)",Terry Goodkind,,,not_found
9780060765250,"Map of Bones (Sigma Force, #2)",James Rollins,,,not_found
9780446614450,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,https://covers.openlibrary.org/b/isbn/9780446614450-L.jpg,covers/9780446614450.jpg,ok_openlibrary
9780553381640,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,,,not_found
9780141441160,A Passage to India,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",,,not_found
9780515141660,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,,,not_found
9780688147330,Chrysanthemum,Kevin Henkes,,,not_found
9780060887390,"Unbelievable (Pretty Little Liars, #4)",Sara Shepard,,,not_found
9780380017610,"Love Story (Love Story, #1)",Erich Segal,,,not_found
9780062085610,"Sweet Evil (Sweet, #1)",Wendy Higgins,,,not_found
9780316952670,"The Winds of War (The Henry Family, #1)",Herman Wouk,,,not_found
9780887307290,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,,,not_found
9781416928170,"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel",,,not_found
9780786939830,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,,,not_found
9780441016390,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,,,not_found
9780517405090,Of Love and Other Demons,Gabriel García Márquez,,,not_found
9781250006330,"Ascend (Trylle, #3)",Amanda Hocking,,,not_found
9780525952480,"The Keeper of Lost Causes (Department Q, #1)","Jussi Adler-Olsen, Lisa Hartford",,,not_found
,"This Girl (Slammed, #3)",Colleen Hoover,,,not_found
9781423121660,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,,,not_found
9780676979790,Musicophilia: Tales of Music and the Brain,Oliver Sacks,,,not_found
9781501129740,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,,,not_found
9780743298860,The Book of Lost Things,John Connolly,,,not_found
9780060590310,Fool,Christopher Moore,,,not_found
,"Collide (Collide, #1)",Gail McHugh,,,not_found
9780060887190,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,,,not_found
9781400030030,My Life,Bill Clinton,,,not_found
9780440241000,"Persuader (Jack Reacher, #7)",Lee Child,,,not_found
9781569714030,300,"Frank Miller, Lynn Varley",,,not_found
9780545060490,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,,,not_found
9781423128200,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,,,not_found
,The Sea of Tranquility,Katja Millay,,,not_found
9788203180730,"Flaggermusmannen (Harry Hole, #1)","Jo Nesbø, Don Bartlett",,,not_found
9780425212900,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,,,not_found
9780515143800,"Blood Brothers (Sign of Seven, #1)",Nora Roberts,,,not_found
9780425185510,Picture Perfect,Jodi Picoult,,,not_found
9781591162210,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)","Nobuhiro Watsuki, Kenichiro Yagi",,,not_found
9781402262270,Catching Jordan,Miranda Kenneally,,,not_found
9780670869400,There Was an Old Lady Who Swallowed a Fly,Simms Taback,,,not_found
9780060730550,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,,,not_found
9780312270830,The Satanic Verses,Salman Rushdie,,,not_found
9781932073200,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,,,not_found
9780385523900,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,,,not_found
9780060753950,Winning,"Jack Welch, Suzy Welch",,,not_found
9780618620110,How We Decide,Jonah Lehrer,http://books.google.com/books/content?id=f9LqaUbde2QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780618620110.jpg,ok_googlebooks
9780394805760,The Story of Babar,"Jean de Brunhoff, Merle S. Haas",,,not_found
9780553381530,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,,,not_found
9780385343660,The Imperfectionists,Tom Rachman,,,not_found
9780385735340,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,,,not_found
9780061020650,"Pyramids (Discworld, #7)",Terry Pratchett,,,not_found
9781421540320,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)","Kazue Kato, John Werry",https://covers.openlibrary.org/b/isbn/9781421540320-L.jpg,covers/9781421540320.jpg,ok_openlibrary
9780375714660,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",,,not_found
9780142401770,Keeping the Moon,Sarah Dessen,,,not_found
9780385613460,Before I Die,Jenny Downham,,,not_found
9780586064180,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,,,not_found
9780375413410,Mastering the Art of French Cooking,"Julia Child, Simone Beck, Louisette Bertholle",http://books.google.com/books/content?id=yAN2AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,covers/9780375413410.jpg,ok_googlebooks
9780670021660,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,,,not_found
9780765344310,"Chainfire (Sword of Truth, #9)",Terry Goodkind,,,not_found
9780545284130,The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen,,,not_found
9780765315240,"Confessor (Sword of Truth, #11)",Terry Goodkind,,,not_found
9780062285640,"The Transfer (Divergent, #0.1)",Veronica Roth,,,not_found
9780449911660,"Rabbit, Run (Rabbit Angstrom #1)",John Updike,,,not_found
9780156948780,The Waste Land and Other Poems,T.S. Eliot,,,not_found
9781400077430,Stumbling on Happiness,Daniel Todd Gilbert,,,not_found
9780441017690,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,,,not_found
9780151013040,The Reluctant Fundamentalist,Mohsin Hamid,,,not_found
9780146000120,The Pit and the Pendulum,Edgar Allan Poe,,,not_found
9780590319680,Little Bear,"Else Holmelund Minarik, Maurice Sendak",,,not_found
9781601422220,Radical: Taking Back Your Faith from the American Dream,David Platt,,,not_found
9780552153160,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,,,not_found
9780552152680,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,,,not_found
9780142401120,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,,,not_found
9780345481280,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,,,not_found
9780140280200,The 48 Laws of Power,"Robert Greene, Joost Elffers",,,not_found
9780545135700,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,,,not_found
9780451159530,Coma,Robin Cook,,,not_found
9780749080980,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",,,not_found
9780061284200,"Into the Wild (Warriors, #1)",Erin Hunter,,,not_found
9780805066690,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,,,not_found
9781560252480,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",,,not_found
9780425267040,"Rush (Breathless, #1)",Maya Banks,,,not_found
9781411415940,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",,,not_found
9781599903380,"Need (Need, #1)",Carrie Jones,,,not_found
,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,,,not_found
9780307271040,The Buried Giant,Kazuo Ishiguro,,,not_found
9780345459400,"Perdido Street Station (Bas-Lag, #1)",China Miéville,,,not_found
9780671741040,Swan Song,Robert McCammon,,,not_found
9780061020610,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,,,not_found
9780441328000,Heretics of Dune (Dune Chronicles #5),Frank Herbert,,,not_found
9780441015280,"Captain's Fury (Codex Alera, #4)",Jim Butcher,,,not_found
,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,,,not_found
9780515090250,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",,,not_found
9780140437690,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",http://books.google.com/books/content?id=6Mr9ooqkqJMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,covers/9780140437690.jpg,ok_googlebooks
9780385671100,"Damned (Damned, #1)",Chuck Palahniuk,,,not_found
9780439443820,Rules,Cynthia Lord,,,not_found
9780307264000,Swamplandia!,Karen Russell,,,not_found
9780142001620,Salt: A World History,Mark Kurlansky,,,not_found
9780752809440,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,,,not_found
9780375758510,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",,,not_found
9780575066890,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,,,not_found
9780061977960,Reamde,Neal Stephenson,,,not_found
9780553277580,The Greatest Salesman in the World,Og Mandino,,,not_found
9781593072930,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,,,not_found
9780142002020,"Casino Royale (James Bond, #1)",Ian Fleming,,,not_found
9780593061730,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,,,not_found
9780006513220,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,,,not_found
9780452283860,Sula,Toni Morrison,,,not_found
9780425233380,"Something About You (FBI/US Attorney, #1)",Julie James,,,not_found
9781416563720,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,,,not_found
9780007169920,Mr. Brown Can Moo! Can You?,Dr. Seuss,,,not_found
9780743270370,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,,,not_found
9780785123120,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",,,not_found
9780743442530,The Spy Who Came In from the Cold,John le Carré,,,not_found
9780441013400,"Academ's Fury (Codex Alera, #2)",Jim Butcher,,,not_found
9784103534230,"1Q84 BOOK 1 (1Q84, #1)","Haruki Murakami, 村上 春樹",,,not_found
9780446676430,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,,,not_found
9780722534880,The Pilgrimage,"Paulo Coelho, Alan R. Clarke",,,not_found
9780385336700,"The Hard Way (Jack Reacher, #10)",Lee Child,,,not_found
9780143036660,March,Geraldine Brooks,,,not_found
9780440226700,The Incredible Journey,Sheila Burnford,,,not_found
9780307749600,"A Wanted Man (Jack Reacher, #17)","Lee Child, Dick Hill",,,not_found
9780425259860,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",Nora Roberts,,,not_found
9781401209150,"All-Star Superman, Vol. 1","Grant Morrison, Frank Quitely",,,not_found
9781780484260,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,,,not_found
9780345470640,"Black House (The Talisman, #2)","Stephen King, Peter Straub",,,not_found
9780307959940,The Dog Stars,Peter Heller,,,not_found
9780689859370,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",,,not_found
9781101990260,The Widow,Fiona Barton,,,not_found
9780062248170,"The Prince (The Selection, #0.5)",Kiera Cass,,,not_found
9781609451350,The Story of a New Name (The Neapolitan Novels #2),"Elena Ferrante, Ann Goldstein",,,not_found
9780374384680,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,,,not_found
9780759530010,"Soul Eater, Vol. 01 (Soul Eater, #1)",Atsushi Ohkubo,,,not_found
9780679766760,Push,Sapphire,,,not_found
9780345413970,"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke,,,not_found
9780446611770,Last Man Standing,David Baldacci,,,not_found
,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,,,not_found
9780575067080,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45","Władysław Szpilman, Anthea Bell",https://covers.openlibrary.org/b/isbn/9780575067080-L.jpg,covers/9780575067080.jpg,ok_openlibrary
9781451645830,Ordinary Grace,William Kent Krueger,,,not_found
9781596431520,American Born Chinese,Gene Luen Yang,,,not_found
9780307001050,Peter Pan (A Little Golden Book),"Eugene Bradley Coco, Ron Dias, Walt Disney Company",,,not_found
9780991686000,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,,,not_found
